local_name,geo_lat,geo_lng,country,province,gmt,full_text
feyzabad,37.12976076,70.57924719,Afghanistan,Badakhshan,4.5,feyzabad - Badakhshan - Afghanistan
qal eh-ye now,34.98300013,63.13329964,Afghanistan,Badghis,4.5,qal eh-ye now - Badghis - Afghanistan
pol-e khomri,35.95107302,68.70111894,Afghanistan,Baghlan,4.5,pol-e khomri - Baghlan - Afghanistan
baghlan,36.13933026,68.69925858,Afghanistan,Baghlan,4.5,baghlan - Baghlan - Afghanistan
balkh,36.75011985,66.89973018,Afghanistan,Balkh,4.5,balkh - Balkh - Afghanistan
mazar-e sharif,36.69999371,67.10002803,Afghanistan,Balkh,4.5,mazar-e sharif - Balkh - Afghanistan
bamian,34.82106447,67.52103593,Afghanistan,Bamyan,4.5,bamian - Bamyan - Afghanistan
farah,32.39172955,62.09681921,Afghanistan,Farah,4.5,farah - Farah - Afghanistan
meymaneh,35.93022158,64.77009273,Afghanistan,Faryab,4.5,meymaneh - Faryab - Afghanistan
andkhvoy,36.93165916,65.10149369,Afghanistan,Faryab,4.5,andkhvoy - Faryab - Afghanistan
ghazni,33.56331179,68.41782873,Afghanistan,Ghazni,4.5,ghazni - Ghazni - Afghanistan
chaghcharan,34.5167011,65.25000063,Afghanistan,Ghor,4.5,chaghcharan - Ghor - Afghanistan
lashkar gah,31.58299802,64.35999955,Afghanistan,Hilmand,4.5,lashkar gah - Hilmand - Afghanistan
karokh,34.48676963,62.59177608,Afghanistan,Hirat,4.5,karokh - Hirat - Afghanistan
herat,34.33000917,62.16999304,Afghanistan,Hirat,4.5,herat - Hirat - Afghanistan
sheberghan,36.65798077,65.73830237,Afghanistan,Jawzjan,4.5,sheberghan - Jawzjan - Afghanistan
kabul,34.51669029,69.18326005,Afghanistan,Kabul,4.5,kabul - Kabul - Afghanistan
kandahar,31.61002016,65.69494584,Afghanistan,Kandahar,4.5,kandahar - Kandahar - Afghanistan
mahmud-e eraqi,35.01669608,69.33330065,Afghanistan,Kapisa,4.5,mahmud-e eraqi - Kapisa - Afghanistan
asadabad,34.86600004,71.15000459,Afghanistan,Kunar,4.5,asadabad - Kunar - Afghanistan
kondoz,36.72795066,68.87252966,Afghanistan,Kunduz,4.5,kondoz - Kunduz - Afghanistan
mehtar lam,34.65000001,70.16670052,Afghanistan,Laghman,4.5,mehtar lam - Laghman - Afghanistan
baraki barak,33.9667021,68.96670354,Afghanistan,Logar,4.5,baraki barak - Logar - Afghanistan
jalalabad,34.44152692,70.43610347,Afghanistan,Nangarhar,4.5,jalalabad - Nangarhar - Afghanistan
zaranj,31.11200108,61.88699752,Afghanistan,Nimroz,4.5,zaranj - Nimroz - Afghanistan
zareh sharan,32.85000016,68.41670453,Afghanistan,Paktika,4.5,zareh sharan - Paktika - Afghanistan
gardiz,33.60005373,69.21462764,Afghanistan,Paktya,4.5,gardiz - Paktya - Afghanistan
charikar,35.01826174,69.16791215,Afghanistan,Parwan,4.5,charikar - Parwan - Afghanistan
aybak,36.26100015,68.04000051,Afghanistan,Samangan,4.5,aybak - Samangan - Afghanistan
taloqan,36.72999904,69.54000364,Afghanistan,Takhar,4.5,taloqan - Takhar - Afghanistan
tarin kowt,32.63329815,65.86669865,Afghanistan,Uruzgan,4.5,tarin kowt - Uruzgan - Afghanistan
mayda shahr,34.45000209,68.79999663,Afghanistan,Wardak,4.5,mayda shahr - Wardak - Afghanistan
qalat,32.11226341,66.8867594,Afghanistan,Zabul,4.5,qalat - Zabul - Afghanistan
mariehamn,60.09699618,19.94900447,Aland,Finstr?m,0,mariehamn - Finstr?m - Aland
berat,40.70999705,19.97199958,Albania,Berat,1,berat - Berat - Albania
corovode,40.51670403,20.23329663,Albania,Berat,1,corovode - Berat - Albania
peshkopi,41.6833021,20.43330349,Albania,Dib?r,1,peshkopi - Dib?r - Albania
burrel,41.62599908,20.01600053,Albania,Dib?r,1,burrel - Dib?r - Albania
kruje,41.51899817,19.79700359,Albania,Durr?s,1,kruje - Durr?s - Albania
durres,41.3177997,19.44820797,Albania,Durr?s,1,durres - Durr?s - Albania
tirana,41.32754071,19.81888301,Albania,Durr?s,1,tirana - Durr?s - Albania
gramsh,40.86669601,20.19999652,Albania,Elbasan,1,gramsh - Elbasan - Albania
librazhd,41.20000211,20.3667036,Albania,Elbasan,1,librazhd - Elbasan - Albania
elbasan,41.12150677,20.08382808,Albania,Elbasan,1,elbasan - Elbasan - Albania
fier,40.73000402,19.5730026,Albania,Fier,1,fier - Fier - Albania
lushnje,40.94000113,19.71600348,Albania,Fier,1,lushnje - Fier - Albania
tepelene,40.2832981,20.03329854,Albania,Gjirokast?r,1,tepelene - Gjirokast?r - Albania
permet,40.23399605,20.35199756,Albania,Gjirokast?r,1,permet - Gjirokast?r - Albania
gjirokaster,40.07899809,20.14900256,Albania,Gjirokast?r,1,gjirokaster - Gjirokast?r - Albania
erseke,40.33330213,20.68329651,Albania,Kor?,1,erseke - Kor? - Albania
pogradec,40.89999612,20.66400062,Albania,Kor?,1,pogradec - Kor? - Albania
korce,40.61667601,20.76666353,Albania,Kor?,1,korce - Kor? - Albania
bajram curri,42.33330007,20.08330257,Albania,Kuk?s,1,bajram curri - Kuk?s - Albania
kukes,42.08300107,20.43399653,Albania,Kuk?s,1,kukes - Kuk?s - Albania
lezhe,41.78799914,19.65400254,Albania,"Lezh?
Rreshen",1,"lezhe - Lezh?
Rreshen - Albania"
shkoder,42.06845156,19.51884965,Albania,Shkod?r,1,shkoder - Shkod?r - Albania
sarande,39.87700212,19.99999859,Albania,"Vlor?
Vlore",1,"sarande - Vlor?
Vlore - Albania"
adrar,27.86999005,-0.28996708,Algeria,Adrar,1,adrar - Adrar - Algeria
reggane,26.69998395,0.166645873,Algeria,Adrar,1,reggane - Adrar - Algeria
algiers,36.7630648,3.05055253,Algeria,Alger,1,algiers - Alger - Algeria
annaba,36.92000612,7.759980834,Algeria,Annaba,1,annaba - Annaba - Algeria
batna,35.56995933,6.170000365,Algeria,Batna,1,batna - Batna - Algeria
beni ounif,32.04926984,-1.25138126,Algeria,B?char,1,beni ounif - B?char - Algeria
abadla,31.01708478,-2.73330631,Algeria,B?char,1,abadla - B?char - Algeria
bechar,31.61110537,-2.2300037,Algeria,B?char,1,bechar - B?char - Algeria
bejaia,36.76037762,5.070015827,Algeria,B?ja?a,1,bejaia - B?ja?a - Algeria
el oued,33.37040367,6.859984089,Algeria,Biskra,1,el oued - Biskra - Algeria
biskra,34.85997683,5.73002722,Algeria,Biskra,1,biskra - Biskra - Algeria
blida,36.4203467,2.829997517,Algeria,Blida,1,blida - Blida - Algeria
bordj bou arreridj,36.05900401,4.629996466,Algeria,Bordj Bou Arr?ridj,1,bordj bou arreridj - Bordj Bou Arr?ridj - Algeria
bouira,36.38047833,3.900009724,Algeria,Bouira,1,bouira - Bouira - Algeria
chlef,36.17041363,1.319960489,Algeria,Chlef,1,chlef - Chlef - Algeria
constantine,36.35998863,6.599948281,Algeria,Constantine,1,constantine - Constantine - Algeria
djelfa,34.67998781,3.250023558,Algeria,Djelfa,1,djelfa - Djelfa - Algeria
el bayadh,33.6903583,1.009953571,Algeria,El Bayadh,1,el bayadh - El Bayadh - Algeria
el golea,30.56662132,2.883327595,Algeria,Gharda?a,1,el golea - Gharda?a - Algeria
ghardaia,32.48999229,3.669997923,Algeria,Gharda?a,1,ghardaia - Gharda?a - Algeria
guelma,36.46600213,7.427997486,Algeria,Guelma,1,guelma - Guelma - Algeria
djanet,24.5529057,9.482252969,Algeria,Illizi,1,djanet - Illizi - Algeria
i-n-amenas,28.0503408,9.550000772,Algeria,Illizi,1,i-n-amenas - Illizi - Algeria
illizi,26.48335634,8.466604369,Algeria,Illizi,1,illizi - Illizi - Algeria
jijel,36.82199703,5.76600356,Algeria,Jijel,1,jijel - Jijel - Algeria
laghouat,33.80998924,2.880020303,Algeria,Laghouat,1,laghouat - Laghouat - Algeria
mascara,35.40040895,0.14003251,Algeria,Mascara,1,mascara - Mascara - Algeria
medea,36.27040753,2.770001179,Algeria,M?d,1,medea - M?d - Algeria
mostaganem,35.940376,0.089983885,Algeria,Mostaganem,1,mostaganem - Mostaganem - Algeria
m'sila,35.7000031,4.545000584,Algeria,M'Sila,1,m'sila - M'Sila - Algeria
sefra,32.76041506,-0.57994938,Algeria,Na?ma,1,sefra - Na?ma - Algeria
oran,35.71000246,-0.61997278,Algeria,Oran,1,oran - Oran - Algeria
hassi messaoud,31.70234011,6.054451862,Algeria,Ouargla,1,hassi messaoud - Ouargla - Algeria
touggourt,33.0999809,6.05998124,Algeria,Ouargla,1,touggourt - Ouargla - Algeria
ouargla,31.96997235,5.340025186,Algeria,Ouargla,1,ouargla - Ouargla - Algeria
oum el bouaghi,35.84999715,7.149996522,Algeria,Oum el Bouaghi,1,oum el bouaghi - Oum el Bouaghi - Algeria
setif,36.18002545,5.399969847,Algeria,S?tif,1,setif - S?tif - Algeria
sidi bel abbes,35.19034426,-0.63997155,Algeria,Sidi Bel Abb?s,1,sidi bel abbes - Sidi Bel Abb?s - Algeria
skikda,36.88042198,6.899981647,Algeria,Skikda,1,skikda - Skikda - Algeria
souk ahras,36.29038047,7.949995075,Algeria,Souk Ahras,1,souk ahras - Souk Ahras - Algeria
in amguel,23.69394004,5.164738727,Algeria,Tamanghasset,1,in amguel - Tamanghasset - Algeria
i-n-salah,27.21664492,2.466608845,Algeria,Tamanghasset,1,i-n-salah - Tamanghasset - Algeria
tamanrasset,22.78500327,5.522804727,Algeria,Tamanghasset,1,tamanrasset - Tamanghasset - Algeria
tebessa,35.41043418,8.120010537,Algeria,T?bessa,1,tebessa - T?bessa - Algeria
tiarat,35.38043601,1.319960489,Algeria,Tiaret,1,tiarat - Tiaret - Algeria
tindouf,27.67418805,-8.14778202,Algeria,Tindouf,1,tindouf - Tindouf - Algeria
tizi-ouzou,36.80000111,4.033332556,Algeria,Tizi Ouzou,1,tizi-ouzou - Tizi Ouzou - Algeria
tlimcen,34.89041424,-1.32000757,Algeria,Tlemcen,1,tlimcen - Tlemcen - Algeria
pago pago,-14.2766105,-170.706645,American Samoa,,-11,pago pago -  - American Samoa
andorra,42.50000144,1.516485961,Andorra,,0,andorra -  - Andorra
caxito,-8.57954221,13.65998246,Angola,Bengo,1,caxito - Bengo - Angola
ambriz,-7.85498696,13.12502803,Angola,Bengo,1,ambriz - Bengo - Angola
cubal,-13.03958,14.23999874,Angola,Benguela,1,cubal - Benguela - Angola
lobito,-12.3700085,13.54123002,Angola,Benguela,1,lobito - Benguela - Angola
benguela,-12.5782645,13.40723303,Angola,Benguela,1,benguela - Benguela - Angola
calucinga,-11.3195816,16.19998246,Angola,"Bi?
Camacupa",1,"calucinga - Bi?
Camacupa - Angola"
mucusso,-18.0195344,21.42999914,Angola,Cuando Cubango,1,mucusso - Cuando Cubango - Angola
mavinga,-15.7895414,20.36003861,Angola,Cuando Cubango,1,mavinga - Cuando Cubango - Angola
cuito caunavale,-15.1596056,19.16998205,Angola,Cuando Cubango,1,cuito caunavale - Cuando Cubango - Angola
luiana,-17.3695483,22.99998083,Angola,Cuando Cubango,1,luiana - Cuando Cubango - Angola
menongue,-14.6666125,17.69999426,Angola,Cuando Cubango,1,menongue - Cuando Cubango - Angola
camabatela,-8.18959185,15.37000728,Angola,Cuanza Norte,1,camabatela - Cuanza Norte - Angola
ndalatando,-9.29954994,14.90998368,Angola,Cuanza Norte,1,ndalatando - Cuanza Norte - Angola
quibala,-10.7295918,14.97995357,Angola,Cuanza Sul,1,quibala - Cuanza Sul - Angola
calulo,-9.99961057,14.90001013,Angola,Cuanza Sul,1,calulo - Cuanza Sul - Angola
waku kungo,-11.3595275,15.1199967,Angola,Cuanza Sul,1,waku kungo - Cuanza Sul - Angola
sumbe,-11.2100276,13.8499967,Angola,Cuanza Sul,1,sumbe - Cuanza Sul - Angola
ondjiva,-17.0696183,15.73003699,Angola,Cunene,1,ondjiva - Cunene - Angola
chitado,-17.3196288,13.92001827,Angola,Cunene,1,chitado - Cunene - Angola
xangongo,-16.740026,14.96998002,Angola,Cunene,1,xangongo - Cunene - Angola
huambo,-12.7499853,15.76000932,Angola,Huambo,1,huambo - Huambo - Angola
chibemba,-15.7495955,14.0800085,Angola,Hu?la,1,chibemba - Hu?la - Angola
chibia,-15.1896297,13.69000647,Angola,Hu?la,1,chibia - Hu?la - Angola
quipungo,-14.8295483,14.55000565,Angola,Hu?la,1,quipungo - Hu?la - Angola
lubango,-14.9100085,13.49001868,Angola,Hu?la,1,lubango - Hu?la - Angola
luanda,-8.83828611,13.23442704,Angola,Luanda,1,luanda - Luanda - Angola
lucapa,-8.41960365,20.74001542,Angola,Lunda Norte,1,lucapa - Lunda Norte - Angola
capenda-camulemba,-9.4195943,18.43002722,Angola,Lunda Norte,1,capenda-camulemba - Lunda Norte - Angola
dundo,-7.38002887,20.82998409,Angola,Lunda Norte,1,dundo - Lunda Norte - Angola
saurimo,-9.65957965,20.39001094,Angola,Lunda Sul,1,saurimo - Lunda Sul - Angola
muconda,-10.5996256,21.31998002,Angola,Lunda Sul,1,muconda - Lunda Sul - Angola
cacolo,-10.1496272,19.2600024,Angola,Lunda Sul,1,cacolo - Lunda Sul - Angola
malanje,-9.54000038,16.34002559,Angola,Malanje,1,malanje - Malanje - Angola
luau,-10.7095414,22.23000199,Angola,Moxico,1,luau - Moxico - Angola
cangamba,-13.6995914,19.86001745,Angola,Moxico,1,cangamba - Moxico - Angola
lumbala nguimbo,-14.0996187,21.44002437,Angola,Moxico,1,lumbala nguimbo - Moxico - Angola
cazombo,-11.8895727,22.90003861,Angola,Moxico,1,cazombo - Moxico - Angola
luena,-11.7900439,19.90001501,Angola,Moxico,1,luena - Moxico - Angola
t?mbua,-15.8000317,11.85998897,Angola,Namibe,1,t?mbua - Namibe - Angola
namibe,-15.1900431,12.16002234,Angola,Namibe,1,namibe - Namibe - Angola
songo,-7.34959145,14.84998734,Angola,U?ge,1,songo - U?ge - Angola
uige,-7.62001422,15.04997514,Angola,U?ge,1,uige - U?ge - Angola
mbanza-congo,-6.26960569,14.23999874,Angola,Zaire,1,mbanza-congo - Zaire - Angola
nzeto,-7.22959877,12.86003129,Angola,Zaire,1,nzeto - Zaire - Angola
soyo,-6.12961423,12.36998368,Angola,Zaire,1,soyo - Zaire - Angola
artigas base,-62.1738866,-58.863864,Antarctica,,0,artigas base -  - Antarctica
capitan arturo prat station,-62.4995068,-59.6833185,Antarctica,,0,capitan arturo prat station -  - Antarctica
marambio station,-64.2328893,-56.6500153,Antarctica,,0,marambio station -  - Antarctica
zucchelli station,-74.6191925,164.2190271,Antarctica,,0,zucchelli station -  - Antarctica
rothera station,-67.5647756,-68.1235405,Antarctica,,0,rothera station -  - Antarctica
palmer station,-64.7624133,-64.0468756,Antarctica,,0,palmer station -  - Antarctica
base presidente montalva,-62.1827435,-58.9076523,Antarctica,,0,base presidente montalva -  - Antarctica
carlini station,-62.2241438,-58.6504759,Antarctica,,0,carlini station -  - Antarctica
king sejong station,-62.2248534,-58.7715987,Antarctica,,0,king sejong station -  - Antarctica
great wall station,-62.2163199,-58.9666956,Antarctica,,0,great wall station -  - Antarctica
escudero base,-62.1949625,-58.9526658,Antarctica,,0,escudero base -  - Antarctica
elephant island,-61.999589,-57.9999845,Antarctica,,0,elephant island -  - Antarctica
scott base,-77.8469381,166.7491023,Antarctica,,0,scott base -  - Antarctica
mcmurdo station,-77.7322823,166.8694157,Antarctica,,0,mcmurdo station -  - Antarctica
zhongshan station,-69.4340629,76.33929808,Antarctica,,0,zhongshan station -  - Antarctica
vostok,-78.4662841,106.8000337,Antarctica,,0,vostok -  - Antarctica
peter i island,-68.832867,90.49999508,Antarctica,,0,peter i island -  - Antarctica
mirny station,-66.5755295,93.00628846,Antarctica,,0,mirny station -  - Antarctica
mawson station,-67.6145203,62.87500073,Antarctica,,0,mawson station -  - Antarctica
davis station,-68.7776743,78.14073509,Antarctica,,0,davis station -  - Antarctica
concordia research station,-74.6663093,124.1670357,Antarctica,,0,concordia research station -  - Antarctica
casey station,-66.2860861,110.536214,Antarctica,,0,casey station -  - Antarctica
amundsen?scott south pole station,-89.9828938,139.2669926,Antarctica,,0,amundsen?scott south pole station -  - Antarctica
wasa station,-73.0496122,-13.416711,Antarctica,,0,wasa station -  - Antarctica
troll station,-72.0162902,2.533323119,Antarctica,,0,troll station -  - Antarctica
svea station,-74.5829036,-11.2166903,Antarctica,,0,svea station -  - Antarctica
novolazarevskaya station,-71.3012347,-11.8502129,Antarctica,,0,novolazarevskaya station -  - Antarctica
neumayer station iii,-70.8903966,-7.838438,Antarctica,,0,neumayer station iii -  - Antarctica
maitri station,-70.7821796,11.7304584,Antarctica,,0,maitri station -  - Antarctica
halley station,-76.0922631,-26.4741567,Antarctica,,0,halley station -  - Antarctica
belgrano station,-77.8663207,-34.6166831,Antarctica,,0,belgrano station -  - Antarctica
camp sobral,-81.1790847,-40.5015315,Antarctica,,0,camp sobral -  - Antarctica
aboa station,-75.0495934,-13.416711,Antarctica,,0,aboa station -  - Antarctica
san mart?n station,-68.1163216,-67.0999976,Antarctica,,0,san mart?n station -  - Antarctica
gen. o'higgins station,-63.3284182,-57.8895935,Antarctica,,0,gen. o'higgins station -  - Antarctica
esperanza station,-63.3753286,-57.0259015,Antarctica,,0,esperanza station -  - Antarctica
orcadas station,-60.7328963,-44.7333008,Antarctica,,0,orcadas station -  - Antarctica
signy research station,-60.6313081,-45.6007033,Antarctica,,0,signy research station -  - Antarctica
dumont d'urville station,-66.7750509,139.9636836,Antarctica,,0,dumont d'urville station -  - Antarctica
showa station,-69.0303924,39.7460831,Antarctica,,0,showa station -  - Antarctica
saint john's,17.11803652,-61.8500338,Antigua and Barbuda,,-4,saint john's -  - Antigua and Barbuda
chumbicha,-28.8666243,-66.2333063,Argentina,Catamarca,-3,chumbicha - Catamarca - Argentina
tinogasta,-28.0666214,-67.5665841,Argentina,Catamarca,-3,tinogasta - Catamarca - Argentina
belen,-27.6495926,-67.0332833,Argentina,Catamarca,-3,belen - Catamarca - Argentina
catamarca,-28.4700077,-65.7800006,Argentina,Catamarca,-3,catamarca - Catamarca - Argentina
presidencia roque saenz pena,-26.7900069,-60.4500159,Argentina,Chaco,-3,presidencia roque saenz pena - Chaco - Argentina
pampa del infierno,-26.5165868,-61.1665871,Argentina,Chaco,-3,pampa del infierno - Chaco - Argentina
villa angela,-27.5832918,-60.7166663,Argentina,Chaco,-3,villa angela - Chaco - Argentina
juan jose castelli,-25.9495414,-60.6166465,Argentina,Chaco,-3,juan jose castelli - Chaco - Argentina
charata,-27.2162857,-61.1999959,Argentina,Chaco,-3,charata - Chaco - Argentina
resistencia,-27.4599918,-58.9900275,Argentina,Chaco,-3,resistencia - Chaco - Argentina
paso rio mayo,-45.6833756,-70.2665743,Argentina,Chubut,-3,paso rio mayo - Chubut - Argentina
alto rio sanguer,-45.0332861,-70.8332839,Argentina,Chubut,-3,alto rio sanguer - Chubut - Argentina
el maiten,-42.0500056,-71.1666227,Argentina,Chubut,-3,el maiten - Chubut - Argentina
puerto madryn,-42.7700134,-65.0400199,Argentina,Chubut,-3,puerto madryn - Chubut - Argentina
trelew,-43.2500357,-65.3299506,Argentina,Chubut,-3,trelew - Chubut - Argentina
las plumas,-43.4162788,-67.2499884,Argentina,Chubut,-3,las plumas - Chubut - Argentina
gastre,-42.282963,-69.233304,Argentina,Chubut,-3,gastre - Chubut - Argentina
telsen,-42.3995967,-66.9500067,Argentina,Chubut,-3,telsen - Chubut - Argentina
esquel,-42.9000313,-71.3166136,Argentina,Chubut,-3,esquel - Chubut - Argentina
sarmiento,-45.6000215,-69.0833132,Argentina,Chubut,-3,sarmiento - Chubut - Argentina
rawson,-43.3000069,-65.0999904,Argentina,Chubut,-3,rawson - Chubut - Argentina
comodoro rivadavia,-45.8700309,-67.499999,Argentina,Chubut,-3,comodoro rivadavia - Chubut - Argentina
punta alta,-38.8799666,-62.0799681,Argentina,Ciudad de Buenos Aires,-3,punta alta - Ciudad de Buenos Aires - Argentina
san nicolas,-33.3300211,-60.2400028,Argentina,Ciudad de Buenos Aires,-3,san nicolas - Ciudad de Buenos Aires - Argentina
campana,-34.1599963,-58.9599776,Argentina,Ciudad de Buenos Aires,-3,campana - Ciudad de Buenos Aires - Argentina
chacabuco,-34.6500439,-60.4899876,Argentina,Ciudad de Buenos Aires,-3,chacabuco - Ciudad de Buenos Aires - Argentina
chivilcoy,-34.8999511,-60.0399892,Argentina,Ciudad de Buenos Aires,-3,chivilcoy - Ciudad de Buenos Aires - Argentina
veinticinco de mayo,-35.4299963,-60.1799807,Argentina,Ciudad de Buenos Aires,-3,veinticinco de mayo - Ciudad de Buenos Aires - Argentina
nueve de julio,-35.4459643,-60.889989,Argentina,Ciudad de Buenos Aires,-3,nueve de julio - Ciudad de Buenos Aires - Argentina
dolores,-36.3300447,-57.6899776,Argentina,Ciudad de Buenos Aires,-3,dolores - Ciudad de Buenos Aires - Argentina
pedro luro,-39.4833406,-62.6833162,Argentina,Ciudad de Buenos Aires,-3,pedro luro - Ciudad de Buenos Aires - Argentina
tres arroyos,-38.3699719,-60.2699493,Argentina,Ciudad de Buenos Aires,-3,tres arroyos - Ciudad de Buenos Aires - Argentina
coronel suarez,-37.4666161,-61.9166189,Argentina,Ciudad de Buenos Aires,-3,coronel suarez - Ciudad de Buenos Aires - Argentina
balcarce,-37.8333121,-58.2499951,Argentina,Ciudad de Buenos Aires,-3,balcarce - Ciudad de Buenos Aires - Argentina
zarate,-34.0895613,-59.0400244,Argentina,Ciudad de Buenos Aires,-3,zarate - Ciudad de Buenos Aires - Argentina
carhue,-37.1828609,-62.7333132,Argentina,Ciudad de Buenos Aires,-3,carhue - Ciudad de Buenos Aires - Argentina
darregueira,-37.6995735,-63.1665942,Argentina,Ciudad de Buenos Aires,-3,darregueira - Ciudad de Buenos Aires - Argentina
juarez,-37.6655187,-59.8000297,Argentina,Ciudad de Buenos Aires,-3,juarez - Ciudad de Buenos Aires - Argentina
mar de ajo,-36.7162227,-56.6766028,Argentina,Ciudad de Buenos Aires,-3,mar de ajo - Ciudad de Buenos Aires - Argentina
lobos,-35.184895,-59.0946722,Argentina,Ciudad de Buenos Aires,-3,lobos - Ciudad de Buenos Aires - Argentina
chascomus,-35.5662153,-58.0166243,Argentina,Ciudad de Buenos Aires,-3,chascomus - Ciudad de Buenos Aires - Argentina
la plata,-34.9096146,-57.9599611,Argentina,Ciudad de Buenos Aires,-3,la plata - Ciudad de Buenos Aires - Argentina
pergamino,-33.8995987,-60.5699827,Argentina,Ciudad de Buenos Aires,-3,pergamino - Ciudad de Buenos Aires - Argentina
lujan,-34.5796089,-59.1099943,Argentina,Ciudad de Buenos Aires,-3,lujan - Ciudad de Buenos Aires - Argentina
azul,-36.7796297,-59.8699996,Argentina,Ciudad de Buenos Aires,-3,azul - Ciudad de Buenos Aires - Argentina
villalonga,-39.8828511,-62.5833223,Argentina,Ciudad de Buenos Aires,-3,villalonga - Ciudad de Buenos Aires - Argentina
olavarria,-36.9000357,-60.3299974,Argentina,Ciudad de Buenos Aires,-3,olavarria - Ciudad de Buenos Aires - Argentina
tandil,-37.3200101,-59.1500435,Argentina,Ciudad de Buenos Aires,-3,tandil - Ciudad de Buenos Aires - Argentina
viedma,-40.7999527,-63.0000153,Argentina,Ciudad de Buenos Aires,-3,viedma - Ciudad de Buenos Aires - Argentina
necochea,-38.5599861,-58.7499904,Argentina,Ciudad de Buenos Aires,-3,necochea - Ciudad de Buenos Aires - Argentina
bahia blanca,-38.7400268,-62.2650214,Argentina,Ciudad de Buenos Aires,-3,bahia blanca - Ciudad de Buenos Aires - Argentina
mar del plata,-38.0000203,-57.5799843,Argentina,Ciudad de Buenos Aires,-3,mar del plata - Ciudad de Buenos Aires - Argentina
buenos aires,-34.6025016,-58.3975313,Argentina,Ciudad de Buenos Aires,-3,buenos aires - Ciudad de Buenos Aires - Argentina
alta gracia,-31.6599938,-64.4299797,Argentina,C?rdoba,-3,alta gracia - C?rdoba - Argentina
villa maria,-32.4100256,-63.2600252,Argentina,C?rdoba,-3,villa maria - C?rdoba - Argentina
bell ville,-32.6000398,-62.6799573,Argentina,C?rdoba,-3,bell ville - C?rdoba - Argentina
villa rumipal,-32.1833211,-64.4832839,Argentina,C?rdoba,-3,villa rumipal - C?rdoba - Argentina
villa carlos paz,-31.4200085,-64.5000012,Argentina,C?rdoba,-3,villa carlos paz - C?rdoba - Argentina
rio tercero,-32.1796004,-64.1200244,Argentina,C?rdoba,-3,rio tercero - C?rdoba - Argentina
rio cuarto,-33.1300333,-64.3499845,Argentina,C?rdoba,-3,rio cuarto - C?rdoba - Argentina
c?rdoba,-31.399958,-64.1822945,Argentina,C?rdoba,-3,c?rdoba - C?rdoba - Argentina
corrientes,-27.4899641,-58.8099868,Argentina,Corrientes,-3,corrientes - Corrientes - Argentina
goya,-29.1399926,-59.2699845,Argentina,Corrientes,-3,goya - Corrientes - Argentina
concepcion del uruguay,-32.4799955,-58.2399957,Argentina,Entre R?os,-3,concepcion del uruguay - Entre R?os - Argentina
gualeguay,-33.1500321,-59.3400061,Argentina,Entre R?os,-3,gualeguay - Entre R?os - Argentina
parana,-31.7333227,-60.5333441,Argentina,Entre R?os,-3,parana - Entre R?os - Argentina
gualeguaychu,-33.0200142,-58.5200045,Argentina,Entre R?os,-3,gualeguaychu - Entre R?os - Argentina
ingeniero guillermo n. juarez,-23.9000024,-61.8499821,Argentina,Formosa,-3,ingeniero guillermo n. juarez - Formosa - Argentina
comandante fontana,-25.3332999,-59.6833185,Argentina,Formosa,-3,comandante fontana - Formosa - Argentina
doctor pedro p. pena,-22.4799857,-62.2999805,Argentina,Formosa,-3,doctor pedro p. pena - Formosa - Argentina
las lomitas,-24.6995918,-60.6000067,Argentina,Formosa,-3,las lomitas - Formosa - Argentina
abra pampa,-22.7166638,-65.6999797,Argentina,Jujuy,-3,abra pampa - Jujuy - Argentina
humahuaca,-23.1999934,-65.3499493,Argentina,Jujuy,-3,humahuaca - Jujuy - Argentina
susques,-23.4166727,-66.4833169,Argentina,Jujuy,-3,susques - Jujuy - Argentina
rinconada,-22.4329085,-66.166592,Argentina,Jujuy,-3,rinconada - Jujuy - Argentina
libertador general san martin,-23.8195422,-64.7899835,Argentina,Jujuy,-3,libertador general san martin - Jujuy - Argentina
san salvador de jujuy,-24.1833443,-65.3000299,Argentina,Jujuy,-3,san salvador de jujuy - Jujuy - Argentina
victorica,-36.2162532,-65.4500207,Argentina,La Pampa,-3,victorica - La Pampa - Argentina
general pico,-35.6595947,-63.7700199,Argentina,La Pampa,-3,general pico - La Pampa - Argentina
rio colorado,-38.9665763,-64.0832825,Argentina,La Pampa,-3,rio colorado - La Pampa - Argentina
chepes,-31.3499869,-66.5999506,Argentina,La Rioja,-3,chepes - La Rioja - Argentina
chilecito,-29.1655208,-67.499999,Argentina,La Rioja,-3,chilecito - La Rioja - Argentina
chamical,-30.3495829,-66.3166604,Argentina,La Rioja,-3,chamical - La Rioja - Argentina
la rioja,-29.4099503,-66.8499611,Argentina,La Rioja,-3,la rioja - La Rioja - Argentina
las heras,-32.825039,-68.8016766,Argentina,Mendoza,-3,las heras - Mendoza - Argentina
uspallata,-32.5931152,-69.3459845,Argentina,Mendoza,-3,uspallata - Mendoza - Argentina
malargue,-35.4661181,-69.5833085,Argentina,Mendoza,-3,malargue - Mendoza - Argentina
tunuyan,-33.5661824,-69.0166764,Argentina,Mendoza,-3,tunuyan - Mendoza - Argentina
mendoza,-32.88333,-68.8166111,Argentina,Mendoza,-3,mendoza - Mendoza - Argentina
posadas,-27.3578321,-55.8851073,Argentina,Misiones,-3,posadas - Misiones - Argentina
